"year","total","concepto","mdp","pctTot","conPctPib","totIngPctPib","tipo"
2011,3271080,"Derechos",849307.4,25.9641280555657,5.84691716010142,22.5192124595459,"Petroleros"
2011,3271080,"IEPS de gasolina y diesel",-145679.1,-4.45354745221762,-1.00290381275158,22.5192124595459,"Petroleros"
2011,3271080,"Aprovechamientos",0,0,0,22.5192124595459,"Petroleros"
2011,3271080,"ISR",720445.3,22.0246921506047,4.95978721895561,22.5192124595459,"No petroleros"
2011,3271080,"IVA",537142.5,16.4209527128655,3.69786922929175,22.5192124595459,"No petroleros"
2011,3271080,"Otros petroleros",3018.5,0.0922783912346992,0.0207803669763929,22.5192124595459,"Petroleros"
2011,3271080,"Otros",44277.6,1.35360798268462,0.304821857490123,22.5192124595459,"No petroleros"
2011,3271080,"IEPS",69245.6,2.11690328576495,0.476709948484517,22.5192124595459,"No petroleros"
2011,3271080,"CFE",300069.6,9.17341061667706,2.06577982655605,22.5192124595459,"No petroleros"
2011,3271080,"IETU",47164.5,1.44186323782971,0.32469624590296,22.5192124595459,"No petroleros"
2011,3271080,"ISSSTE",41178,1.25885028797828,0.283483170897435,22.5192124595459,"No petroleros"
2011,3271080,"IDE",-8442,-0.258079900216442,-0.0581175610451248,22.5192124595459,"No petroleros"
2011,3271080,"Importación",26881.2,0.821783631094318,0.1850592018439,22.5192124595459,"No petroleros"
2011,3271080,"IMSS",214358.5,6.5531414700955,1.47571585042542,22.5192124595459,"No petroleros"
2011,3271080,"LFC",0,0,0,22.5192124595459,"No petroleros"
2011,3271080,"Entidades desincorporadas",0,0,0,22.5192124595459,"No petroleros"
2012,3514529.531,"Pemex",463121.2858,13.1773337431092,2.97136613555377,22.5490694360502,"Petroleros"
2012,3514529.531,"IEPS de gasolina y diesel",-203084.3079,-5.77842086995399,-1.30298013427314,22.5490694360502,"Petroleros"
2012,3514529.531,"ISR",758912.4566,21.5935717684542,4.86914949179207,22.5490694360502,"No petroleros"
2012,3514529.531,"Derechos",923285.1108,26.2705179357902,5.92375733055137,22.5490694360502,"Petroleros"
2012,3514529.531,"Importación",27906.05809,0.794019735610524,0.17904406151876,22.5490694360502,"No petroleros"
2012,3514529.531,"Otros",32207.61162,0.916413173823464,0.206642642886565,22.5490694360502,"No petroleros"
2012,3514529.531,"Entidades desincorporadas",0,0,0,22.5490694360502,"No petroleros"
2012,3514529.531,"IDE",2785.461496,0.0792556008259644,0.0178714004622055,22.5490694360502,"No petroleros"
2012,3514529.531,"IETU",42198.75025,1.20069414349161,0.270745356130511,22.5490694360502,"No petroleros"
2012,3514529.531,"Aprovechamientos",0,0,0,22.5490694360502,"Petroleros"
2012,3514529.531,"LFC",0,0,0,22.5490694360502,"No petroleros"
2012,3514529.531,"Otros petroleros",573.189741,0.0163091456749521,0.00367756058267153,22.5490694360502,"Petroleros"
2012,3514529.531,"ISSSTE",39204.58404,1.1155002026358,0.251534915251627,22.5490694360502,"No petroleros"
2012,3514529.531,"No tributarios",214809.0499,6.11202859458915,1.37820557174515,22.5490694360502,"No petroleros"
2012,3514529.531,"IVA",579987.469,16.5025635404172,3.72117451145697,22.5490694360502,"No petroleros"
2012,3514529.531,"IEPS",72952.90124,2.07575155071303,0.468062658490171,22.5490694360502,"No petroleros"
2012,3514529.531,"IMSS",235095.126,6.68923461664889,1.50836015844847,22.5490694360502,"No petroleros"
2012,3514529.531,"CFE",324574.7838,9.23522710328878,2.08245777209752,22.5490694360502,"No petroleros"
2013,3800415.616,"Pemex",482935.9335,12.7074505079604,3.00443305048515,23.6430828402838,"Petroleros"
2013,3800415.616,"Derechos",861551.6395,22.6699320956585,5.35987082521262,23.6430828402838,"Petroleros"
2013,3800415.616,"IEPS de gasolina y diesel",-85996.2018,-2.2628104525713,-0.534998149820034,23.6430828402838,"Petroleros"
2013,3800415.616,"IETU",47205.0208,1.24210153755983,0.29367109548571,23.6430828402838,"No petroleros"
2013,3800415.616,"ISR",905523.464,23.8269588249161,5.63342761329522,23.6430828402838,"No petroleros"
2013,3800415.616,"IDE",-5988.175818,-0.157566340712563,-0.037253540463075,23.6430828402838,"No petroleros"
2013,3800415.616,"Importación",29259.48236,0.769902171668163,0.182028608236648,23.6430828402838,"No petroleros"
2013,3800415.616,"Aprovechamientos",0,0,0,23.6430828402838,"Petroleros"
2013,3800415.616,"No tributarios",280271.9738,7.37477165971102,1.74362337278725,23.6430828402838,"No petroleros"
2013,3800415.616,"IVA",556793.8912,14.6508684170189,3.46391695665677,23.6430828402838,"No petroleros"
2013,3800415.616,"Otros petroleros",3210.359124,0.0844738957098318,0.0199722331410905,23.6430828402838,"Petroleros"
2013,3800415.616,"Otros",33171.32294,0.872834086891616,0.20636488622202,23.6430828402838,"No petroleros"
2013,3800415.616,"IMSS",239142.1757,6.2925269197715,1.48774735238874,23.6430828402838,"No petroleros"
2013,3800415.616,"LFC",0,0,0,23.6430828402838,"No petroleros"
2013,3800415.616,"IEPS",78572.43096,2.06746942700701,0.488813509324807,23.6430828402838,"No petroleros"
2013,3800415.616,"CFE",334143.7873,8.79229592398349,2.07876980887031,23.6430828402838,"No petroleros"
2013,3800415.616,"ISSSTE",40618.51278,1.06879133453177,0.25269522061312,23.6430828402838,"No petroleros"
2013,3800415.616,"Entidades desincorporadas",0,0,0,23.6430828402838,"No petroleros"
